Classe;TeorRotulo;TeorDensimetro;NivelAcucar;Temperatura;CPJ_10k;CPJ_4k7;CPJ_3k19;CPJ_1k;CPJ_824R
Contaminado;39;34;15;19.1;17938.0;25974.1;26116.6;28973.8;29282.8
Contaminado;39;34;15;19.1;17833.9;26005.7;26148.7;29016.2;29327.3
Contaminado;39;34;15;19.1;17807.9;26012.0;26156.4;29028.9;29339.9
Contaminado;39;34;15;19.1;18065.8;25939.0;26081.8;28917.3;29226.8
Contaminado;39;34;15;19.1;17373.9;26001.3;26138.8;29077.2;29441.9
Contaminado;39;34;15;19.1;17025.0;26087.2;26221.7;29201.7;29570.3
Contaminado;39;34;15;19.1;16701.8;26149.9;26282.4;29294.9;29668.0
Contaminado;39;34;15;19.1;17803.3;26011.3;26154.5;29025.9;29334.4
Contaminado;39;34;15;19.1;17110.5;26072.0;26204.5;29176.2;29533.7
Contaminado;39;34;15;19.1;17034.4;26088.7;26223.1;29202.3;29569.1
Contaminado;39;34;15;21.5;16390.5;26202.2;26252.8;28922.9;29214.8
Contaminado;39;34;15;21.5;16368.2;26209.6;26260.5;28941.4;29231.3
Contaminado;39;34;15;21.5;16532.7;26166.8;26216.9;28825.7;29091.8
Contaminado;39;34;15;21.5;16364.1;26213.0;26264.4;28943.4;29233.7
Contaminado;39;34;15;21.5;16384.7;26206.0;26254.7;28930.5;29216.8
Contaminado;39;34;15;21.5;16399.0;26197.9;26246.6;28884.6;29190.6
Contaminado;39;34;15;21.5;16405.4;26197.0;26245.3;28871.9;29145.2
Contaminado;39;34;15;21.5;16479.4;26171.4;26218.0;28835.5;29103.1
Contaminado;39;34;15;21.5;16498.0;26172.2;26222.7;28832.1;29097.8
Contaminado;39;34;15;21.5;16442.5;26182.4;26230.2;28855.6;29127.1
Contaminado;39;34;15;21.5;16378.3;26205.1;26256.0;28929.6;29217.6
Contaminado;39;34;15;21.5;16373.5;26209.0;26259.7;28935.8;29225.7
Contaminado;39;34;15;21.5;16430.9;26185.4;26233.7;28860.5;29128.9
Contaminado;39;34;15;21.5;16452.8;26179.7;26228.3;28848.8;29116.0
Contaminado;39;34;15;21.5;16411.9;26192.2;26241.3;28864.9;29132.6
Contaminado;39;34;15;21.5;16396.8;26201.8;26251.9;28915.3;29203.3
Contaminado;39;34;15;21.5;16466.8;26176.9;26226.5;28842.6;29111.9
Contaminado;39;34;15;21.5;16357.3;26214.9;26266.7;28948.1;29240.5
Contaminado;39;38;5;19.2;21601.3;23664.6;23875.4;25401.8;25512.0
Contaminado;39;38;5;19.2;21609.2;23666.0;23876.1;25399.6;25510.6
Contaminado;39;38;5;19.2;21755.6;23654.9;23866.7;25393.8;25504.5
Contaminado;39;38;5;19.2;21915.7;23622.1;23836.6;25338.1;25450.5
Contaminado;39;38;5;19.2;20994.2;23745.0;23958.5;25565.8;25683.3
Contaminado;39;38;5;19.2;21719.1;23666.4;23878.2;25411.0;25523.4
Contaminado;39;38;5;19.2;20581.3;23772.6;23985.5;25585.0;25698.3
Contaminado;39;38;5;19.2;21858.6;23644.4;23854.6;25358.0;25471.5
Contaminado;39;38;5;19.2;21618.5;23670.6;23878.4;25401.4;25511.7
Contaminado;39;38;5;19.2;20542.4;23803.8;24014.4;25641.7;25756.1
Contaminado;39;38;5;19.2;21558.5;23671.2;23882.2;25408.4;25520.9
Contaminado;39;38;5;19.2;21593.4;23662.7;23872.3;25396.7;25503.0
Contaminado;39;38;5;19.2;20464.8;23816.0;24028.6;25663.6;25771.2
Contaminado;39;38;5;19.2;20518.9;23789.3;24004.2;25612.7;25726.5
Contaminado;39;38;5;19.2;21585.6;23658.3;23873.2;25396.7;25504.7
Contaminado;39;38;5;19.2;21668.2;23676.3;23888.0;25422.0;25533.8
Contaminado;39;38;5;19.2;20522.2;23806.4;24018.7;25649.2;25761.9
Contaminado;39;38;5;19.2;21588.2;23659.3;23870.0;25393.8;25495.5
Contaminado;39;38;5;19.2;21983.2;23619.2;23832.5;25336.9;25437.9
Contaminado;39;38;5;19.2;20542.5;23783.4;23996.8;25599.1;25711.7
Contaminado;39;38;5;19.2;20506.3;23809.1;24022.1;25652.0;25768.8
Contaminado;39;38;5;19.2;21636.4;23668.3;23884.1;25426.3;25529.7
Contaminado;39;38;5;19.2;20493.9;23813.6;24025.0;25655.4;25770.7
Contaminado;39;38;5;19.2;21680.4;23673.8;23883.3;25417.9;25530.2
Contaminado;39;38;5;19.2;21785.7;23646.1;23859.0;25384.1;25494.7
Contaminado;39;38;5;19.2;20464.7;23797.6;24012.3;25622.9;25734.3
Contaminado;39;38;5;19.2;21734.6;23664.0;23876.6;25402.9;25518.3
Contaminado;39;38;5;19.2;21655.2;23674.9;23887.4;25421.2;25533.0
Contaminado;39;38;5;19.2;20648.8;23788.9;24001.3;25622.6;25736.7
Contaminado;39;38;5;19.2;21644.6;23670.3;23882.3;25413.0;25524.5
Contaminado;39;38;5;19.2;20529.0;23790.4;24005.2;25610.7;25723.6
Contaminado;39;38;5;19.2;20453.4;23820.6;24032.3;25665.5;25770.5
Contaminado;39;38;5;19.2;20567.2;23799.5;24011.5;25639.5;25750.7
Contaminado;39;38;5;19.2;20457.7;23815.0;24026.3;25658.4;25770.8
Contaminado;39;38;5;19.2;20419.2;23796.3;24009.1;25614.5;25727.0
Contaminado;39;38;5;19.2;20448.9;23792.4;24007.8;25617.8;25753.8
Contaminado;39;38;5;19.2;21585.3;23663.5;23872.9;25396.3;25510.2
Contaminado;39;38;5;19.2;20743.5;23775.8;23988.8;25604.4;25718.6
Contaminado;39;38;5;19.2;20427.8;23796.3;24008.1;25615.4;25732.3
Contaminado;39;38;5;19.2;20472.7;23816.1;24025.9;25662.2;25773.3
Contaminado;39;38;5;19.2;21564.9;23669.3;23881.0;25407.6;25519.7
Contaminado;39;38;5;19.2;21574.2;23668.5;23880.3;25405.7;25516.9
Contaminado;39;38;5;19.2;21535.8;23692.5;23905.2;25454.9;25568.1
Contaminado;39;38;5;19.2;21699.3;23673.9;23885.9;25417.9;25526.5
Contaminado;39;38;5;19.2;20597.7;23796.3;24006.7;25627.9;25744.2
Contaminado;39;38;5;20.8;21101.9;23908.5;24123.2;25920.0;26042.1
Contaminado;39;38;5;20.8;20872.0;23952.8;24172.0;25984.8;26107.2
Contaminado;39;38;5;20.8;20851.2;23959.5;24177.8;25993.9;26111.8
Contaminado;39;38;5;20.8;21460.7;23858.2;24072.6;25843.6;25966.7
Contaminado;39;38;5;20.8;20983.9;23926.7;24145.7;25947.6;26072.5
Contaminado;39;38;5;20.8;21657.8;23836.6;24050.4;25808.3;25932.6
Contaminado;39;38;5;20.8;21149.2;23899.9;24115.3;25903.0;26023.9
Contaminado;39;38;5;20.8;20886.5;23948.4;24166.1;25975.6;26099.7
Contaminado;39;38;5;20.8;21199.2;23891.4;24107.2;25898.3;26020.3
Contaminado;39;38;5;20.8;20861.9;23956.7;24171.7;25982.9;26106.5
Contaminado;39;38;5;20.8;21060.4;23913.9;24129.3;25924.8;26047.8
Contaminado;39;38;5;20.8;20943.8;23935.7;24153.7;25961.3;26086.6
Contaminado;39;38;5;20.8;21012.5;23922.8;24139.0;25936.9;26060.4
Contaminado;39;38;5;20.8;20839.3;23960.4;24178.9;25996.3;26119.8
Contaminado;39;38;5;20.8;20965.6;23933.2;24150.0;25953.3;26077.1
Contaminado;39;38;5;20.8;20927.0;23940.7;24159.3;25966.3;26089.3
Contaminado;39;38;5;20.8;21256.6;23885.7;24101.1;25885.0;26010.8
Contaminado;39;38;5;20.8;20894.4;23948.9;24165.7;25976.5;26098.3
Contaminado;38;41;0;17.6;20035.2;24980.9;25240.4;27344.4;27501.0
Contaminado;38;41;0;17.6;19975.9;24983.1;25242.0;27350.3;27517.4
Contaminado;38;41;0;17.6;20206.0;24956.5;25217.4;27310.3;27469.6
Contaminado;38;41;0;17.6;20015.8;24981.3;25240.0;27347.4;27505.7
Contaminado;38;41;0;17.6;20088.7;24975.1;25235.8;27338.3;27493.9
Contaminado;38;41;0;17.6;19987.5;24982.9;25242.0;27349.9;27509.2
Contaminado;38;41;0;17.6;20059.7;24978.8;25238.0;27339.2;27496.7
Contaminado;38;41;0;17.6;20378.4;24929.8;25190.5;27269.1;27430.9
Contaminado;38;41;0;17.6;20000.3;24983.4;25242.6;27351.1;27509.4
Contaminado;38;41;0;17.9;20155.8;24969.7;25226.1;27327.8;27488.7
Contaminado;38;41;0;17.9;20132.5;24970.1;25225.8;27324.5;27485.4
Contaminado;38;41;0;17.9;20138.3;24967.4;25226.6;27328.1;27487.2
Contaminado;38;41;0;17.9;20147.2;24968.1;25226.7;27329.9;27492.3
Contaminado;38;41;0;17.9;20769.1;24803.9;25059.6;27076.4;27239.6
Contaminado;38;41;0;17.9;20200.3;24965.3;25223.9;27331.9;27490.1
Contaminado;38;41;0;17.9;20114.9;24972.6;25231.0;27335.0;27494.8
Contaminado;38;41;0;17.9;20170.7;24964.6;25225.9;27333.9;27490.3
Contaminado;38;41;0;17.9;20881.4;24781.3;25037.6;27048.6;27204.4
Contaminado;38;41;0;17.9;20504.6;24849.2;25105.9;27154.5;27306.7
Contaminado;38;41;0;17.9;20429.7;24854.9;25109.7;27162.7;27325.6
Contaminado;38;41;0;17.9;20549.5;24836.2;25090.0;27122.1;27282.3
Contaminado;38;41;0;17.9;20675.8;24819.9;25076.2;27097.9;27254.2
Contaminado;38;41;0;17.9;20108.0;24974.4;25233.8;27337.3;27495.8
Contaminado;38;41;0;17.9;21060.8;24729.3;24983.3;26986.6;27161.2
Contaminado;38;41;0;17.9;20124.2;24966.6;25225.5;27326.3;27491.5
Contaminado;38;41;0;17.9;20604.6;24831.3;25085.9;27110.8;27270.0
Contaminado;38;41;0;17.9;20461.4;24853.5;25108.7;27159.5;27320.0
Contaminado;38;41;0;18.0;20510.9;24889.2;25150.7;27239.6;27402.3
Contaminado;38;41;0;18.0;20547.7;24898.0;25159.2;27237.1;27400.9
Contaminado;38;41;0;18.0;20234.6;24952.1;25212.0;27314.9;27479.3
Contaminado;38;41;0;18.0;20498.5;24893.8;25150.2;27241.1;27406.3
Contaminado;38;41;0;18.0;20640.9;24853.9;25109.1;27179.8;27347.1
Contaminado;38;41;0;18.0;20924.9;24793.9;25052.6;27075.2;27241.6
Contaminado;38;41;0;18.0;20758.3;24827.9;25088.1;27137.0;27306.9
Contaminado;38;41;0;18.0;20470.4;24906.9;25163.7;27259.2;27420.3
Contaminado;38;41;0;18.0;20483.8;24901.0;25156.7;27249.8;27413.1
Contaminado;38;41;0;18.0;20300.6;24942.5;25199.6;27303.2;27463.2
Contaminado;38;41;0;18.0;20534.4;24884.3;25141.5;27226.3;27388.3
Contaminado;38;41;0;18.0;20262.1;24949.7;25208.1;27309.1;27474.1
Contaminado;38;41;0;18.0;20339.7;24932.0;25194.7;27285.3;27445.4
Contaminado;38;41;0;18.0;20393.7;24926.2;25186.1;27273.6;27437.9
Contaminado;38;41;0;18.0;20687.1;24846.3;25105.4;27171.8;27341.1
Contaminado;38;41;0;18.0;20610.5;24860.9;25117.9;27191.4;27353.7
Contaminado;38;41;0;18.0;20218.7;24956.8;25218.4;27326.2;27482.8
Contaminado;38;41;0;18.0;20457.7;24913.5;25171.2;27260.5;27423.7
Contaminado;38;41;0;18.0;20752.9;24856.4;25114.9;27180.4;27347.1
Contaminado;38;41;0;19.9;20465.6;24884.7;25133.5;27198.8;27363.0
Contaminado;38;41;0;19.9;20203.9;24931.8;25180.3;27280.4;27435.2
Contaminado;38;41;0;19.9;19958.5;24984.6;25232.5;27363.7;27518.5
Contaminado;38;41;0;19.9;20259.3;24919.6;25167.2;27258.6;27417.7
Contaminado;38;41;0;19.9;20337.7;24910.3;25156.8;27247.3;27400.1
Contaminado;38;41;0;19.9;19927.0;24986.8;25235.7;27376.4;27531.1
Contaminado;38;41;0;19.9;19969.8;24981.4;25228.8;27357.4;27513.2
Contaminado;38;41;0;19.9;19941.9;24984.6;25231.7;27362.4;27518.6
Contaminado;38;41;0;19.9;20039.5;24959.2;25207.3;27317.1;27465.0
Contaminado;38;41;0;19.9;20098.5;24952.1;25199.7;27296.5;27445.2
Contaminado;38;41;0;19.9;19949.3;24984.1;25232.3;27361.2;27516.7
Contaminado;38;41;0;19.9;19934.7;24985.1;25232.0;27365.2;27523.9
Contaminado;38;41;0;19.9;19979.2;24978.3;25228.9;27354.4;27508.8
Contaminado;38;41;0;19.9;19995.5;24972.2;25220.2;27334.3;27498.3
Contaminado;38;41;0;19.9;20074.9;24954.5;25201.4;27305.6;27458.3
Contaminado;38;41;0;19.9;20056.0;24960.7;25208.5;27316.7;27467.1
Contaminado;38;41;0;19.9;20161.9;24939.9;25183.2;27288.1;27438.0
Contaminado;38;41;0;19.9;20128.9;24945.6;25193.6;27286.2;27432.5
Contaminado;38;41;0;19.9;20010.0;24966.1;25214.1;27331.5;27482.3
Contaminado;38;41;0;25.6;18637.8;25182.3;25391.4;27826.3;28173.0
Contaminado;38;41;0;25.6;18709.8;25143.2;25358.9;27886.2;28159.9
Contaminado;38;41;0;25.6;18696.9;25153.1;25366.8;27786.6;28161.8
Contaminado;38;41;0;25.6;18618.6;25168.9;25372.6;27811.6;28036.1
Contaminado;38;41;0;25.6;18795.3;25114.3;25326.8;27788.5;28040.5
Contaminado;42;39;0;18.8;18372.4;25603.0;25747.2;28186.5;28400.0
Contaminado;42;39;0;18.8;17301.0;25791.0;25880.9;28381.4;28611.3
Contaminado;42;39;0;18.8;17314.5;25816.1;25912.1;28445.8;28687.2
Contaminado;42;39;0;18.8;18355.9;25606.2;25752.5;28190.0;28404.1
Contaminado;42;39;0;18.8;17301.6;25820.8;25908.9;28433.9;28668.5
Contaminado;42;39;0;18.8;18345.6;25613.0;25757.0;28190.6;28406.8
Contaminado;42;39;0;18.8;18340.0;25608.2;25755.3;28189.9;28403.2
Contaminado;42;39;0;18.8;18467.7;25569.9;25716.6;28142.0;28354.1
Contaminado;42;39;0;18.8;18383.8;25604.9;25749.1;28190.8;28403.4
Contaminado;42;39;0;18.8;17141.9;25842.2;25926.9;28445.3;28678.5
Contaminado;42;39;0;18.8;17505.3;25797.9;25907.0;28412.0;28629.8
Contaminado;42;39;0;18.8;17321.5;25807.6;25901.5;28422.4;28656.8
Contaminado;42;39;0;18.8;17262.8;25831.8;25920.6;28449.8;28686.1
Contaminado;42;39;0;18.8;18334.0;25610.4;25755.9;28195.1;28407.1
Contaminado;42;39;0;18.8;18392.2;25603.8;25747.8;28185.8;28400.8
Contaminado;42;39;0;18.8;17103.0;25866.6;25951.5;28497.7;28736.1
Contaminado;42;39;0;18.8;17213.7;25819.3;25904.5;28419.0;28654.1
Contaminado;42;39;0;18.8;17354.4;25798.0;25889.2;28402.7;28636.5
Contaminado;42;39;0;18.8;18421.2;25589.1;25733.5;28164.7;28379.7
Contaminado;42;39;0;18.8;18449.1;25579.6;25720.4;28146.4;28361.3
Contaminado;42;39;0;18.8;18332.6;25610.9;25757.1;28195.6;28406.5
Contaminado;42;39;0;18.8;18494.7;25568.3;25707.2;28135.2;28346.9
Contaminado;42;39;0;18.8;17452.9;25809.7;25916.1;28421.8;28643.7
Contaminado;42;39;0;18.8;17455.1;25773.7;25869.6;28373.6;28612.9
Contaminado;42;39;0;18.8;17547.6;25721.7;25823.0;28303.6;28538.3
Contaminado;42;39;0;18.8;18311.6;25638.7;25789.3;28232.6;28451.9
Contaminado;42;39;0;18.8;17282.1;25827.2;25916.0;28443.5;28676.6
Contaminado;42;39;0;18.8;18780.0;25523.5;25698.4;28096.8;28320.7
Contaminado;42;39;0;18.8;17097.8;25852.4;25935.6;28460.6;28697.5
Contaminado;42;39;0;18.8;18396.7;25600.5;25746.3;28181.0;28390.9
Contaminado;42;39;0;18.8;18353.7;25607.7;25753.3;28195.1;28407.2
Contaminado;42;39;0;18.8;18472.0;25601.4;25757.5;28185.7;28399.8
Contaminado;42;39;0;18.8;18638.1;25529.7;25678.5;28083.0;28301.0
Contaminado;42;39;0;18.8;18435.0;25580.9;25725.5;28152.4;28367.5
Contaminado;42;39;0;18.8;18336.6;25611.7;25757.2;28196.7;28406.7
Contaminado;42;39;0;18.8;17168.6;25850.9;25935.3;28475.2;28711.3
Contaminado;42;39;0;18.8;18827.4;25476.3;25631.3;28018.8;28235.9
Contaminado;42;39;0;18.8;18365.2;25607.2;25752.4;28193.3;28407.0
Contaminado;42;39;0;18.8;18360.3;25605.8;25749.8;28189.9;28402.6
Contaminado;42;39;0;18.8;18567.5;25548.4;25695.6;28110.6;28322.6
Contaminado;42;39;0;18.8;18524.3;25556.9;25702.9;28120.0;28335.2
Contaminado;42;39;0;18.8;17170.6;25831.2;25915.8;28429.5;28660.1
Contaminado;42;39;0;18.8;17576.0;25759.8;25868.0;28353.1;28579.6
Contaminado;42;39;0;18.8;18348.9;25609.2;25755.7;28194.3;28406.0
Contaminado;42;39;0;18.8;17248.2;25836.7;25926.0;28457.5;28691.6
Contaminado;42;39;0;19.1;17817.4;25924.0;26083.8;28997.6;29306.5
Contaminado;42;39;0;19.1;17512.5;25990.2;26141.7;29083.4;29393.0
Contaminado;42;39;0;19.1;17424.2;26006.7;26157.2;29096.6;29409.0
Contaminado;42;39;0;19.1;17473.6;26001.0;26152.4;29098.9;29414.3
Contaminado;42;39;0;19.1;17582.0;25975.7;26131.9;29074.2;29380.9
Contaminado;42;39;0;19.1;17449.6;26001.9;26153.7;29095.0;29406.6
Contaminado;42;39;0;19.1;17635.2;25970.9;26126.8;29072.6;29384.0
Contaminado;42;39;0;19.1;17498.3;25993.9;26147.7;29090.4;29396.4
Contaminado;42;39;0;19.1;17543.3;25986.3;26142.9;29082.4;29387.1
Contaminado;42;39;0;19.1;17528.1;25985.8;26140.9;29079.1;29380.9
Contaminado;42;39;0;19.1;17562.3;25978.2;26132.9;29069.2;29377.6
Contaminado;42;39;0;19.1;17484.5;25998.5;26149.9;29094.6;29408.7
Contaminado;42;39;0;19.1;17755.4;25942.3;26102.4;29031.0;29348.5
Contaminado;42;39;0;19.1;17707.0;25951.1;26112.5;29041.0;29355.5
Contaminado;42;39;0;19.1;17906.5;25898.8;26062.0;28958.7;29268.3
Contaminado;42;39;0;19.1;18049.4;25869.5;26036.0;28912.9;29219.7
Contaminado;42;39;0;19.1;17463.1;26000.3;26154.4;29096.7;29409.4
Contaminado;42;39;0;19.1;17668.7;25958.0;26119.2;29057.5;29366.7
Contaminado;39;34;15;19.2;17111.8;26036.8;26160.8;28954.7;29289.6
Contaminado;39;34;15;19.2;16640.8;26174.9;26292.6;29224.3;29558.4
Contaminado;39;34;15;19.2;16649.9;26177.0;26294.1;29223.8;29558.2
Contaminado;39;34;15;19.2;16579.2;26197.3;26316.2;29261.2;29593.9
Contaminado;39;34;15;19.2;16653.2;26175.9;26292.7;29222.7;29556.5
Contaminado;39;34;15;19.2;16594.0;26199.9;26319.3;29262.9;29594.8
Contaminado;39;34;15;19.2;16731.6;26158.5;26273.8;29159.6;29489.7
Contaminado;39;34;15;19.2;16930.0;26105.6;26222.1;29069.7;29403.4
Contaminado;39;34;15;19.2;16625.7;26192.3;26308.6;29247.6;29579.0
Contaminado;39;34;15;19.2;16601.5;26191.4;26309.4;29247.6;29580.3
Contaminado;39;34;15;19.2;16804.8;26136.0;26252.3;29126.9;29453.3
Contaminado;39;34;15;19.2;16787.3;26139.4;26254.5;29131.2;29456.0
Contaminado;39;34;15;19.2;16619.4;26192.6;26310.8;29248.9;29580.1
Contaminado;39;34;15;19.2;16585.6;26198.3;26318.7;29262.2;29594.6
Contaminado;39;34;15;19.2;16597.2;26200.2;26316.9;29262.1;29593.0
Contaminado;39;34;15;19.2;16721.0;26157.7;26274.9;29163.2;29491.1
Contaminado;39;34;15;19.2;16636.0;26175.8;26294.3;29226.1;29564.6
Contaminado;39;34;15;19.2;16829.8;26128.5;26243.6;29113.5;29441.6
Contaminado;39;34;15;19.2;16599.0;26195.2;26314.4;29257.0;29590.3
Contaminado;39;34;15;19.2;16587.2;26196.7;26317.6;29261.8;29593.9
Contaminado;39;34;15;19.2;16659.7;26170.5;26287.5;29215.7;29549.3
Contaminado;39;34;15;19.2;16769.2;26143.6;26263.5;29140.5;29469.1
Contaminado;39;34;15;19.2;16644.4;26177.0;26292.3;29223.1;29557.9
Contaminado;39;34;15;19.2;16667.8;26171.9;26287.2;29209.0;29539.6
Contaminado;39;34;15;19.2;16576.2;26197.4;26317.3;29259.3;29592.4
Contaminado;39;34;15;19.2;17032.9;26077.2;26191.7;28989.2;29323.5
Contaminado;39;34;15;19.2;16711.0;26162.6;26276.3;29167.0;29494.3
Contaminado;39;34;15;19.2;16628.2;26187.6;26303.9;29241.4;29577.0
Contaminado;39;34;15;19.2;16627.7;26182.1;26302.8;29239.1;29574.6
Contaminado;39;34;15;19.2;16616.2;26193.0;26310.4;29248.1;29580.5
Contaminado;39;34;15;19.2;16624.8;26190.3;26307.2;29246.1;29579.8
Contaminado;39;34;15;19.2;16605.3;26189.4;26308.0;29249.8;29581.5
Contaminado;39;34;15;19.2;16743.6;26155.1;26272.5;29160.6;29490.3
Contaminado;39;34;15;19.2;16583.3;26197.3;26316.8;29260.1;29589.2
Contaminado;39;34;15;19.2;16680.6;26168.0;26282.0;29201.6;29525.8
Contaminado;39;34;15;19.2;16676.4;26169.2;26284.5;29203.6;29534.8
Contaminado;39;34;15;19.2;16976.9;26094.1;26210.4;29030.6;29372.5
Contaminado;39;34;15;19.2;16751.5;26150.0;26266.8;29152.5;29479.9
Contaminado;39;34;15;19.2;16610.6;26192.5;26310.3;29248.9;29581.8
Contaminado;39;34;15;19.2;16890.3;26113.2;26230.9;29093.0;29419.6
Contaminado;39;34;15;19.2;16580.9;26199.6;26320.0;29263.6;29596.3
Contaminado;39;34;15;19.2;16590.9;26198.7;26318.3;29261.5;29589.2
Contaminado;39;34;15;19.2;16699.8;26160.0;26273.3;29183.2;29515.0
Contaminado;39;34;15;19.2;16578.0;26197.0;26316.4;29258.4;29589.7
Contaminado;39;34;15;19.2;16688.3;26163.0;26277.5;29195.5;29526.3
Contaminado;39;34;15;21.5;16098.6;26024.2;26075.1;28632.0;28861.8
Contaminado;39;34;15;21.5;16087.2;26025.7;26074.7;28620.6;28876.5
Contaminado;39;34;15;21.5;16050.6;26034.6;26083.3;28627.0;28880.1
Contaminado;39;34;15;21.5;16030.5;26044.9;26092.9;28632.9;28895.1
Contaminado;39;34;15;21.5;16143.6;26011.9;26061.1;28606.9;28877.3
Contaminado;39;34;15;21.5;16127.3;26014.2;26061.8;28616.1;28880.8
Contaminado;39;34;15;21.5;16512.7;25918.6;25967.5;28545.2;28812.1
Contaminado;39;34;15;21.5;16167.9;26006.2;26052.8;28605.7;28858.3
Contaminado;39;34;15;21.5;16024.6;26045.3;26094.3;28645.1;28907.9
Contaminado;39;34;15;21.5;16077.0;26032.8;26081.7;28633.6;28874.0
Contaminado;39;34;15;21.5;16335.5;25964.7;26014.5;28599.6;28868.7
Contaminado;39;34;15;21.5;16112.1;26018.8;26067.2;28628.9;28881.3
Contaminado;39;34;15;21.5;16057.5;26034.3;26082.7;28618.2;28870.4
Contaminado;39;34;15;21.5;16037.1;26042.4;26090.6;28633.2;28889.7
Contaminado;39;34;15;21.5;16285.4;25977.9;26028.0;28608.2;28880.1
Contaminado;39;34;15;21.5;16245.8;25987.5;26034.3;28622.7;28877.9
Contaminado;39;34;15;21.5;16066.4;26032.6;26082.3;28624.8;28870.3
Contaminado;39;34;15;21.5;16408.4;25943.4;25992.5;28575.0;28843.8
Contaminado;39;38;5;19.2;20871.0;23850.2;24063.3;25682.0;25799.4
Contaminado;39;38;5;19.2;20893.5;23851.3;24065.3;25685.1;25801.6
Contaminado;39;38;5;19.2;22147.0;23659.4;23869.6;25353.5;25459.3
Contaminado;39;38;5;19.2;21192.3;23800.9;24014.0;25611.6;25722.5
Contaminado;39;38;5;19.2;20878.7;23849.1;24060.8;25678.8;25800.6
Contaminado;39;38;5;19.2;21207.0;23797.2;24007.1;25602.4;25716.8
Contaminado;39;38;5;19.2;21223.8;23796.7;24008.8;25604.2;25720.2
Contaminado;39;38;5;19.2;22511.5;23639.2;23849.1;25332.4;25441.2
Contaminado;39;38;5;19.2;21156.3;23806.0;24018.8;25622.1;25737.6
Contaminado;39;38;5;19.2;22192.8;23653.4;23864.3;25347.5;25454.8
Contaminado;39;38;5;19.2;21135.6;23805.2;24017.3;25617.9;25748.4
Contaminado;39;38;5;19.2;22210.9;23650.0;23860.4;25341.1;25447.1
Contaminado;39;38;5;19.2;22267.2;23644.6;23855.1;25334.0;25434.2
Contaminado;39;38;5;19.2;22066.2;23650.5;23869.8;25387.8;25507.3
Contaminado;39;38;5;19.2;20899.1;23849.4;24062.6;25679.0;25796.7
Contaminado;39;38;5;19.2;21438.9;23752.3;23964.3;25522.3;25647.5
Contaminado;39;38;5;19.2;21244.7;23794.9;24007.2;25601.2;25716.2
Contaminado;39;38;5;19.2;20861.5;23853.4;24065.8;25687.7;25805.6
Contaminado;39;38;5;19.2;22236.2;23650.9;23860.2;25339.8;25447.8
Contaminado;39;38;5;19.2;22896.9;23599.7;23809.9;25270.8;25382.8
Contaminado;39;38;5;19.2;22677.4;23621.9;23831.8;25306.6;25413.6
Contaminado;39;38;5;19.2;21511.4;23741.1;23953.5;25501.4;25623.1
Contaminado;39;38;5;19.2;22489.3;23596.6;23807.4;25266.1;25384.7
Contaminado;39;38;5;19.2;20882.4;23849.0;24063.6;25685.4;25804.5
Contaminado;39;38;5;19.2;21139.3;23803.8;24016.8;25619.8;25732.5
Contaminado;39;38;5;19.2;20916.0;23851.0;24064.1;25678.6;25791.8
Contaminado;39;38;5;19.2;20928.2;23868.2;24081.4;25711.6;25822.7
Contaminado;39;38;5;19.2;23096.5;23577.0;23783.7;25231.1;25342.2
Contaminado;39;38;5;19.2;20862.4;23851.6;24065.0;25688.8;25806.7
Contaminado;39;38;5;19.2;21148.1;23808.8;24019.7;25623.1;25738.7
Contaminado;39;38;5;19.2;22162.8;23659.8;23870.0;25353.6;25459.4
Contaminado;39;38;5;19.2;21163.1;23809.2;24022.9;25627.1;25737.3
Contaminado;39;38;5;19.2;22982.4;23715.4;23927.4;25608.4;25746.9
Contaminado;39;38;5;19.2;20864.8;23851.3;24061.8;25679.4;25798.0
Contaminado;39;38;5;19.2;22176.5;23657.3;23868.8;25347.8;25452.0
Contaminado;39;38;5;19.2;22401.1;23619.1;23830.2;25301.0;25407.5
Contaminado;39;38;5;19.2;20859.3;23855.9;24069.0;25694.5;25808.3
Contaminado;39;38;5;19.2;22303.0;23639.6;23849.2;25324.2;25431.1
Contaminado;39;38;5;19.2;21293.9;23788.9;24003.9;25599.1;25710.0
Contaminado;39;38;5;19.2;22559.7;23635.0;23842.4;25326.0;25433.4
Contaminado;39;38;5;19.2;21388.5;23760.2;23973.0;25541.2;25641.2
Contaminado;39;38;5;19.2;21318.2;23769.2;23983.7;25545.2;25654.9
Contaminado;39;38;5;19.2;22611.1;23630.8;23841.2;25319.9;25432.5
Contaminado;39;38;5;19.2;20927.1;23863.2;24075.9;25694.3;25808.1
Contaminado;39;38;5;19.2;22765.9;23617.0;23823.8;25292.0;25400.5
Contaminado;39;38;5;19.2;21345.4;23765.2;23977.2;25535.5;25649.0
Contaminado;39;38;5;20.7;21587.3;23925.2;24140.8;25916.2;26037.5
Contaminado;39;38;5;20.7;21629.9;23921.1;24135.2;25908.8;26033.4
Contaminado;39;38;5;20.7;21559.1;23929.1;24144.4;25924.8;26046.1
Contaminado;39;38;5;20.7;21959.6;23877.4;24089.8;25846.0;25964.9
Contaminado;39;38;5;20.7;22239.8;23842.2;24053.9;25793.2;25912.6
Contaminado;39;38;5;20.7;21511.1;23941.3;24156.7;25943.9;26063.9
